,words,attribution
463,de,0.03130815887238572
458,de,0.03130815887238572
345,pain,0.024300559771395558
432,breach,0.021045727073061234
885,##cked,0.01894638347418227
375,hernandez,0.014804637326266653
653,in,0.012694522263074949
640,in,0.012694522263074949
343,cries,0.01073442280928501
81,dumped,0.009964741002137355
378,va,0.009708636653920315
641,##ve,0.009295119781211123
634,duel,0.009002363156350118
686,jay,0.008703822798250608
342,piercing,0.00780821046583115
810,amp,0.007433441406023671
234,pluto,0.007223394001823891
225,inspectors,0.007085655854712511
882,got,0.006760653235768613
209,dea,0.00662375702004114
470,its,0.006536484094558158
474,its,0.006536484094558158
642,##ctive,0.006428174483513709
150,ma,0.005709243393533629
819,.,0.005597252417274647
654,manhattan,0.0053599684841003905
374,orlando,0.005205741884873341
818,policy,0.004966527070843484
151,##ures,0.004702289790937596
148,deprived,0.004557887442709911
129,shooting,0.004394593565012055
629,cat,0.0042676840918587
379,##zquez,0.003942960090083944
646,politician,0.003928846398512804
817,drug,0.00387720703065472
351,teams,0.0032925553080552184
557,the,0.0032856173428277577
562,the,0.0032856173428277577
417,sued,0.0032360872023336406
381,tim,0.0030059203987984136
11,os,0.002881123189105702
280,manhattan,0.0027497299236963653
759,##ing,0.002694173999200135
436,licensing,0.0026176240846563087
349,ago,0.0025716679134984493
619,burning,0.002568581936666264
464,ni,0.0025264856603937707
230,accounting,0.0024102977987777
758,mound,0.0024016179195970855
563,waterfront,0.0023975168626216943
220,##on,0.0023781105989609873
389,alfonso,0.0023581878478867503
168,slam,0.002322063181399004
278,robert,0.00221331135655999
699,gigs,0.002178851600235784
19,said,0.0021750389903824234
525,.,0.002160377620837663
485,.,0.002160377620837663
845,lyrics,0.002098142920344432
861,##ring,0.001988953044285321
453,##ding,0.0019452565609983639
410,filled,0.0019259571180275247
144,duke,0.0018941897815494993
802,not,0.0018637403604399472
602,stadium,0.0018616634052152645
617,oxygen,0.0018607241460282373
154,france,0.001837998909671397
77,.,0.0018370008678481032
79,.,0.0018370008678481032
68,.,0.0018370008678481032
43,.,0.0018370008678481032
51,.,0.0018370008678481032
60,.,0.0018370008678481032
566,new,0.0017867875702836185
558,new,0.0017867875702836185
339,##ona,0.001742519930786221
430,in,0.0017396256605067442
673,##a,0.0016998747252190529
489,via,0.0016603885141526914
503,via,0.0016603885141526914
301,##no,0.0016503127059530782
800,they,0.001616354623618033
778,player,0.001603058384158788
567,york,0.0015453183147968435
559,york,0.0015453183147968435
717,a,0.0015220378149067165
757,a,0.0015220378149067165
337,quite,0.0015189045592642967
879,##bs,0.0015172782189692533
737,barber,0.0014887659388270957
848,it,0.0014539480318128987
364,rent,0.0014381586448350555
533,ce,0.0014377132661697095
385,##ys,0.0014090604281110628
854,speaking,0.0014030528004598296
2,ran,0.001382320301005133
608,side,0.001380723407248695
377,javier,0.0013794081516983147
91,a,0.0013781691021095973
338,res,0.0013707430539878968
8,chilly,0.0013637909007196214
689,van,0.0013490255706246031
585,regarding,0.0013332774397633437
651,business,0.0012915863988545544
127,year,0.0012601497767389422
534,##rti,0.0012375653728615816
621,air,0.0012358258891354585
435,1992,0.0012336209877269724
248,##ox,0.0012318810951934614
832,po,0.0012205828956178173
330,sing,0.00120419973189607
422,payments,0.0011990471217416785
393,and,0.0011896219434867075
384,dan,0.0011823089971773448
611,consuming,0.0011697787552599308
718,landscape,0.0011616264811825162
599,war,0.0011448606361075693
518,##est,0.001136546375309239
801,did,0.0011310823569233939
368,g,0.0011136723958696782
359,",",0.0011092111614257876
373,",",0.0011092111614257876
383,",",0.0011092111614257876
362,",",0.0011092111614257876
380,",",0.0011092111614257876
388,",",0.0011092111614257876
366,",",0.0011092111614257876
376,",",0.0011092111614257876
356,",",0.0011092111614257876
370,",",0.0011092111614257876
350,",",0.0011092111614257876
355,##e,0.0011006743538565721
816,the,0.0010925805123540551
790,the,0.0010925805123540551
784,the,0.0010925805123540551
781,the,0.0010925805123540551
710,networks,0.001073997256009978
12,##tra,0.0010732740187230907
34,deprived,0.00106883918495879
785,yankees,0.0010660665894253083
184,.,0.0010611861938268202
176,.,0.0010611861938268202
538,adler,0.001046186513191542
365,##eria,0.001036188562643372
323,korea,0.00103148598700586
829,frontman,0.0010227902578786945
334,fragile,0.001018328110639678
16,republic,0.0010169585267527533
295,musicians,0.0010000694905934735
242,his,0.0009853521982851649
305,international,0.0009697212217145781
216,plant,0.0009632713112601574
357,carlos,0.0009394733612919997
55,za,0.0009330931507805308
772,fall,0.0009284392589894777
812,##amine,0.0009083690344804578
89,pitch,0.0009052029488247827
306,gloom,0.000904511603703245
652,leader,0.0008962951083263222
219,##by,0.0008775521265541817
443,considered,0.0008740589672427936
452,para,0.0008586661028711075
160,match,0.0008550071802922559
423,and,0.0008457604821197337
401,and,0.0008457604821197337
782,union,0.0008395914765541952
869,feeds,0.0008395145264807062
833,##gues,0.0008387597720009015
751,##us,0.0008365077587663451
669,##sten,0.000835146451939403
260,pi,0.0008337967258747399
237,pi,0.0008337967258747399
446,of,0.0008276822265644626
798,yesterday,0.0008200709740709953
449,",",0.000816058225305834
441,",",0.000816058225305834
113,fi,0.0008138745408164405
857,emphasis,0.0008076120587560965
310,collected,0.0008064771140893206
807,priority,0.0007876100748892521
253,three,0.0007874723319793326
741,jersey,0.0007850917716406241
670,##berg,0.0007843480113663778
232,how,0.000771006368982694
803,think,0.000769748841613006
747,ce,0.0007463623013714794
811,##het,0.000746279219304089
354,thom,0.0007395204483849317
606,far,0.0007378304661211039
407,a,0.000733477459323224
268,sylvia,0.0007309283115860874
643,from,0.0007141524772088471
852,way,0.0007077773098791769
719,designer,0.0007034884069615675
626,-,0.0006969712523549522
529,a,0.0006958914272368125
543,a,0.0006958914272368125
392,##o,0.0006913666122857248
665,",",0.0006857728765638919
675,",",0.0006857728765638919
678,",",0.0006857728765638919
692,",",0.0006857728765638919
681,",",0.0006857728765638919
661,",",0.0006857728765638919
684,",",0.0006857728765638919
671,",",0.0006857728765638919
688,",",0.0006857728765638919
658,",",0.0006857728765638919
123,its,0.0006800730805405286
792,tigers,0.0006682914096023666
859,under,0.000667922805292119
292,yang,0.0006653261767063023
413,tel,0.0006566146808818689
402,tel,0.0006566146808818689
361,beckett,0.000646267719744851
834,and,0.0006427944827169342
858,and,0.0006427944827169342
828,and,0.0006427944827169342
733,champions,0.000641908867550564
420,over,0.0006413354672388546
824,##go,0.0006271416721729062
791,detroit,0.0006239994511927699
175,mr,0.0006215464341772814
620,up,0.0006129799810744799
662,john,0.0006113706742560589
473,to,0.000605352374500175
466,to,0.000605352374500175
631,news,0.0006015529176477279
352,traded,0.0005989975557788074
241,by,0.0005842101948722135
595,for,0.0005784678314912862
604,for,0.0005784678314912862
315,folk,0.0005756773655960975
579,power,0.0005750412264424783
783,",",0.0005726886496578703
796,",",0.0005726886496578703
10,in,0.0005674475686934759
6,in,0.0005674475686934759
744,l,0.0005652559838684176
304,of,0.0005483738168254803
344,of,0.0005483738168254803
298,publishers,0.0005402117058585403
788,stanton,0.0005310867873247626
821,',0.0005275886946509196
820,',0.0005275886946509196
786,',0.0005275886946509196
793,',0.0005275886946509196
399,un,0.0005265129532033444
418,un,0.0005265129532033444
427,un,0.0005265129532033444
134,bernard,0.0005261036682402082
668,fur,0.0005043011645265967
835,arguably,0.0005006484973916602
214,its,0.00048490641056701654
695,:,0.00048482421107769175
318,-,0.0004821971857083207
308,-,0.0004821971857083207
307,-,0.0004821971857083207
294,-,0.0004821971857083207
293,-,0.0004821971857083207
465,##ro,0.0004801453353106477
360,josh,0.00047885647927846685
99,west,0.0004773959887187317
75,oakland,0.000472865184014342
347,a,0.00046784078154521523
244,lucian,0.00046667085309080246
210,##ct,0.00046490858019189186
289,##kowski,0.0004475203114445004
