,words,attribution
56,trouble,0.023021032657730093
597,david,0.015423613097075899
439,##ini,0.015271779646247048
603,dear,0.013123270603077416
336,catholics,0.011718729957265812
440,##shing,0.008483078060200431
601,judy,0.00822634515473394
687,##tively,0.006916660193349088
54,in,0.0065189534558909475
571,brother,0.006500241548258039
673,.,0.0052392507604978366
608,##uer,0.004915181059036857
937,calderon,0.00486317826750384
460,surprise,0.0045648033777501975
331,mixer,0.004531424614028102
599,barbara,0.004075889640313964
698,##lam,0.004010720510873558
52,get,0.003987319897829612
198,nazis,0.003844737929687235
438,dim,0.003674975280569186
450,positioning,0.003491936760591339
989,fatal,0.0034710143289351553
565,branch,0.003386863568156206
997,woman,0.0032819730379977656
996,wonder,0.0031996964609263905
216,game,0.0029718820370468664
466,2004,0.0029403345689242026
569,survived,0.0029143995024299737
598,",",0.0027596881242431433
592,",",0.0027596881242431433
594,",",0.0027596881242431433
600,",",0.0027596881242431433
589,",",0.0027596881242431433
596,",",0.0027596881242431433
583,",",0.0027596881242431433
555,radiation,0.002722176081713124
697,g,0.0026352276221233975
819,wasting,0.002580539905732868
174,workers,0.0025372285196652916
943,no,0.0024869228665944246
464,paul,0.002409718709269059
1004,um,0.0023264117822514425
990,attraction,0.0022158737709875626
173,factory,0.0022100981057081026
204,resistance,0.0020984771127445325
815,philippines,0.001992944795375512
208,and,0.001990103385088666
877,1995,0.0019578080702384224
123,##vino,0.0019553104883202875
806,korea,0.001955115982890672
665,##tp,0.0017011295096840222
604,##est,0.0016845059787237255
292,##gr,0.0016801025493111744
28,works,0.0016695890701100206
955,my,0.0016568639607719606
433,discussing,0.0016546777459653015
976,shaky,0.0016421423967753759
874,oklahoma,0.0015981429590563026
820,energy,0.001563489300984684
342,plunge,0.0015541505704916164
381,pieces,0.0015271918308187396
212,would,0.0015071558425674798
215,a,0.0015004680487540677
220,sony,0.001469433681733635
356,##fs,0.0014583620324467878
206,good,0.0014514596913788589
42,east,0.0013848680255934855
680,no,0.0013779519733167146
672,queens,0.0013774879198709415
119,player,0.001372789340718265
62,.,0.001336303911954961
3,.,0.001336303911954961
5,.,0.001336303911954961
