,words,attribution
100,shocked,0.022820825581755674
202,de,0.02171027972243801
576,##tur,0.018545810581404924
203,##port,0.017942283273040153
98,bitter,0.014697510284228119
667,wrath,0.013959077630456321
672,kick,0.011510763110720053
228,abuses,0.009706769592231339
33,conflict,0.009257769651239612
575,drama,0.00868505982686892
25,terrorist,0.008350549517377523
85,who,0.008278781619872102
47,suriname,0.008004174619887188
675,me,0.00678456670084746
476,gen,0.006195583884204325
780,ba,0.0058352387090897595
332,##kon,0.005646958431674546
26,attacks,0.005218060863379208
52,islands,0.005206678458161098
718,used,0.004765601827602433
220,criticized,0.004176451164021202
477,##tile,0.004089531997369734
406,wild,0.004085838597606698
15,##met,0.004083144029873063
720,lawn,0.004078003331684508
104,men,0.0039850605906920425
679,california,0.0038476983727781114
674,started,0.0036538545247827717
773,##pire,0.0036221237726576727
324,.,0.003576737675226994
763,##bert,0.00347790168345201
768,clock,0.003397715454020711
309,answer,0.003383086976146367
14,plum,0.0032728099633783365
334,##ma,0.0032547478369818264
677,going,0.003012698440646798
360,boss,0.002983100770434762
269,augustine,0.0028687909590327555
224,safeguard,0.002848216059809972
390,thrown,0.0027865942652924498
207,humane,0.002752735826856716
233,take,0.002726958965458267
689,blocked,0.00264121140747772
175,january,0.0025778138666521424
333,##ko,0.002577326465480749
442,england,0.002571904043432383
32,iraq,0.0024987412479294457
109,began,0.002485896871411327
341,##bbled,0.002470321539687531
748,answered,0.002423770362343307
588,on,0.0023968519238123606
284,century,0.0023532465653835683
42,but,0.0023289793499037146
169,survey,0.0023129912015246593
644,manhattan,0.002303828519312258
208,treatment,0.0023025067044459154
136,bypass,0.0022418927345149537
803,##ner,0.002144095959581955
229,do,0.0020732744119373284
11,muslims,0.002071765381941068
711,##rat,0.002065580054251361
656,i,0.0019881558420737004
647,i,0.0019881558420737004
800,mr,0.0019741093779068217
112,correspondence,0.0018384412008758185
173,released,0.001803030142864103
489,cohen,0.0017981054416095234
106,years,0.001796553612544968
296,##lm,0.001777158048097497
783,off,0.0017660134677129618
710,st,0.0017442567297749738
649,a,0.0016962171427128058
54,jamaica,0.0016806220747049721
577,##ge,0.0016745408731383936
184,of,0.0016636794190303004
223,of,0.0016636794190303004
168,national,0.0016513067482052122
771,to,0.001609542584836227
731,to,0.001609542584836227
180,is,0.0015446351444772738
111,celebrated,0.001544265978640812
12,abroad,0.0015064240265269026
222,absence,0.0014735291119916144
389,mexico,0.0014727192218247488
215,muslim,0.0014663033371584452
189,muslim,0.0014663033371584452
446,band,0.0014351004754727865
147,chicago,0.0014177914068638341
796,a,0.0014043893543150062
721,##mo,0.0013628552701281963
638,60,0.001335064506496004
210,civil,0.00133081773789385
755,came,0.0013164484888468797
158,suburbs,0.0013150795236527742
760,josh,0.001311641697155284
671,it,0.001277848474682003
613,lying,0.0012667372016308596
570,manager,0.0012664928347126873
678,to,0.0012642387196948896
373,##aur,0.001260650287536401
726,cut,0.0012576362309965033
51,caribbean,0.001232730699097762
84,allies,0.0012161507596459376
34,.,0.0012140826259942348
20,.,0.0012140826259942348
286,rr,0.0012058922922836743
248,which,0.0012035567810464894
304,national,0.0011833109316273782
375,##ur,0.001173220029148621
326,',0.0011499075211477547
325,',0.0011499075211477547
162,ab,0.001142376315862904
190,countries,0.0011392344073261097
604,si,0.0011346025354898488
651,living,0.0011186118682503564
776,the,0.0010771913630515811
687,has,0.0010627932576625263
141,entry,0.0010602383962159778
183,midst,0.0010496448593242157
816,.,0.0010431688154438465
787,.,0.0010431688154438465
801,.,0.0010431688154438465
762,##ro,0.0010134713281998336
232,t,0.001009957514868032
338,trains,0.0010098592095712261
618,1902,0.0010097226303085072
340,ho,0.000997929630298395
749,with,0.0009960751328252095
75,with,0.0009957328487316343
650,kid,0.000978901264879731
4,the,0.0009766190394743623
7,the,0.0009766190394743623
18,the,0.0009766190394743623
28,the,0.0009766190394743623
31,the,0.0009766190394743623
788,im,0.0009741162210508664
161,jobs,0.0009738062973733506
90,defeated,0.0009583797954865984
123,come,0.0009330962267833636
157,the,0.0009283773487350377
114,the,0.0009283773487350377
119,the,0.0009283773487350377
757,a,0.0009254101773400361
736,a,0.0009254101773400361
5,image,0.0009152604195456696
701,happens,0.0009105171594342341
378,coverage,0.0008675902581117367
74,is,0.0008585981598396368
793,proved,0.0008528043937273539
459,rr,0.0008144920611772703
473,rr,0.0008144920611772703
529,stop,0.0007899358506088446
240,an,0.000752443018322253
653,oklahoma,0.0007315007334206176
707,manufacture,0.0007302198945959712
149,los,0.0007197755783443827
82,one,0.0007185713576941315
380,enjoyed,0.000689366099806043
722,##wer,0.0006883190414443687
468,l,0.0006827822367420524
454,l,0.0006827822367420524
188,10,0.0006816722626497819
78,and,0.0006604136034134532
108,and,0.0006604136034134532
99,and,0.0006604136034134532
218,##en,0.0006469172046399931
290,this,0.0006345296989795501
335,and,0.0006283426079149564
483,iss,0.0006213383780237467
367,",",0.0006069434482841678
364,",",0.0006069434482841678
384,",",0.0006069434482841678
396,",",0.0006069434482841678
352,",",0.0006069434482841678
356,",",0.0006069434482841678
474,##b,0.0005971148706212278
460,##b,0.0005971148706212278
19,sept,0.0005935521772382062
124,mostly,0.0005930764551542791
369,money,0.0005823558152084334
234,place,0.0005710071054020075
337,bay,0.0005702095050308932
86,fell,0.0005686816337146341
217,##sm,0.0005679894828902669
292,the,0.0005665370983292564
311,the,0.0005665370983292564
411,.,0.0005563884736926374
443,.,0.0005563884736926374
216,spoke,0.0005481638859631765
221,the,0.0005473418527601198
182,the,0.0005473418527601198
652,in,0.0005470196675198581
76,john,0.0005463312123400033
654,city,0.0005392111450585335
388,in,0.0005287495771039166
789,##mel,0.0005216754822660115
145,city,0.0005160221323685655
742,##uld,0.0005139465139466716
385,000,0.0005132276673242767
211,rights,0.0005080287336388921
57,##ade,0.0004980392215286142
713,engines,0.0004865082720177332
79,thomas,0.00047202461068963767
596,carolina,0.000467694434704426
