,words,attribution
770,do,0.06535274377666338
54,outraged,0.02720351722688139
488,304,0.026129374795418506
431,mob,0.02081650102130979
97,far,0.01944572741051891
487,insane,0.018387571155334365
495,cheap,0.017625813667821923
812,dead,0.016530438074933568
320,##icia,0.012853514961699335
59,racism,0.012635330865791118
448,unwilling,0.01113490387414705
432,##ster,0.010513466512226123
367,##b,0.007457030075309218
339,##b,0.007457030075309218
354,##b,0.007457030075309218
383,##b,0.007457030075309218
940,planned,0.006626665534434677
875,##gr,0.006616332048788791
319,off,0.005674744354924828
768,##fles,0.00507788887716981
1001,##hmi,0.004819095128173721
820,shot,0.004534981056401099
32,mass,0.004324493001510543
506,more,0.004232982906063675
439,prison,0.004133305614538886
325,##iani,0.004087780362681519
502,got,0.003991538361668418
251,##nia,0.0039072088015024275
496,bus,0.003729215478092065
484,cost,0.0036650167392299916
833,said,0.0036297016502381922
569,##t,0.0034822365778637253
259,##ran,0.0034812021653557023
449,##ly,0.0034488076739866485
1008,ni,0.003395485404131841
350,##e,0.0033070416976555325
441,drug,0.0032673711974795586
442,possession,0.0032613502880133277
452,insisted,0.003247758920421643
895,flushing,0.003228416492347595
499,istanbul,0.0031066117371876707
685,final,0.0030171751656867655
481,in,0.002969671387482709
754,homeless,0.002912062038384249
470,on,0.0028095433587690647
349,audi,0.0027740505336989584
415,killed,0.00272195010375584
81,interview,0.0026829660127589707
795,searing,0.002649876484484114
622,hunting,0.0024393065227474855
225,##f,0.0024386839512755645
230,##f,0.0024386839512755645
214,##f,0.0024386839512755645
219,##f,0.0024386839512755645
209,##f,0.0024386839512755645
423,assassin,0.0023594065154855016
1002,##na,0.0023115212793874593
823,head,0.0022959563969119855
796,critic,0.0022663836644028343
674,reich,0.0022645416758830493
435,her,0.0022580429014745435
346,l,0.002233902766203389
361,l,0.002233902766203389
374,l,0.002233902766203389
332,l,0.002233902766203389
255,##hp,0.002232370124072213
11,##abi,0.0022144522325965687
86,people,0.002212991167303591
94,relocation,0.0022128343710280853
813,on,0.002209868811448269
739,welch,0.0021978406543422917
766,tr,0.0021365758694277355
818,building,0.0021156472210675753
250,##zes,0.0021062220723670785
351,farmer,0.0020545111467116343
336,farmer,0.0020545111467116343
93,houston,0.0020273231914585852
556,v,0.001980448784509121
457,arrived,0.001958112842208042
663,hitler,0.0019276947070587973
688,hitler,0.0019276947070587973
747,smoking,0.0018118742701145804
87,she,0.0017878262078731613
832,colleagues,0.001781966280324205
557,##ying,0.0017708140579433026
728,of,0.0017591120001452033
730,giving,0.0017554477050471407
580,the,0.0017409850351130867
572,the,0.0017409850351130867
589,the,0.0017409850351130867
944,it,0.001731949526086653
923,it,0.001731949526086653
759,up,0.0017186768459651557
341,",",0.001702267231762949
385,",",0.001702267231762949
356,",",0.001702267231762949
369,",",0.001702267231762949
258,##rco,0.0017019317120533495
33,##ape,0.0016953196091003175
437,went,0.0016937362603917205
679,fest,0.0016681506536840897
742,dil,0.0016411273380058974
438,to,0.0015447805302963656
826,pistol,0.0015259328471254423
614,25,0.0015164704913463276
720,resistance,0.0015157885856354409
781,##skaya,0.0015085994972370885
550,sas,0.001501497370030497
220,zach,0.001491227549360446
471,olympic,0.0014499173670294641
440,for,0.0014373403017989054
482,athens,0.0014303745010842792
1003,trade,0.0014249402878770588
504,that,0.0014182721008729883
473,that,0.0014182721008729883
538,algeria,0.0013928362679597038
824,with,0.0013749422685483234
797,of,0.0013612580286733633
723,officers,0.0013480871289858257
662,inside,0.001342764662784337
814,saturday,0.001342591042992585
460,##mal,0.0013225610150785546
418,f,0.0013221897471541913
686,hour,0.0013219292118365632
215,john,0.0013203268095027117
458,at,0.0013050524137425226
343,mad,0.0012807474155340781
988,patrol,0.001278200378200031
762,##so,0.001271523122166
192,jerry,0.0012666371301144847
906,of,0.0012597163561272869
817,apartment,0.0012583213174871587
95,site,0.0012480180556671517
716,idea,0.0012425540751967341
445,starred,0.0012368617418518212
800,##rem,0.0012310752544966359
585,not,0.0012151163261331713
1010,beloved,0.0012048691236958662
43,.,0.0011881550967280826
47,.,0.0011881550967280826
602,channel,0.0011873713517543006
326,with,0.0011476899285330446
883,director,0.001136609298949953
307,wood,0.0011306803088462962
233,##bol,0.0011209672224099397
221,sore,0.0011196248242948132
426,##b,0.001116030164475737
753,a,0.0011146422241633768
760,a,0.0011146422241633768
777,anna,0.0011018866680177087
335,charles,0.0010763804374309689
469,flight,0.0010704706866968086
237,sanchez,0.0010571230721299646
485,me,0.0010507240512745294
395,dancer,0.0010480254202362808
226,jason,0.0010455869128048866
930,extraordinary,0.0010408895474071284
127,tucson,0.0010393573023130733
330,thornton,0.0010383334917313208
463,",",0.0010306408244595735
500,",",0.0010306408244595735
490,",",0.0010306408244595735
416,president,0.0010234371993349948
372,nelson,0.0010173146519858057
568,##her,0.000995982492722116
554,africa,0.0009870670658213739
27,.,0.0009788548216328383
37,.,0.0009788548216328383
3,.,0.0009788548216328383
66,increased,0.0009735067702755161
671,of,0.0009559663857260461
715,the,0.000947317778480185
931,circumstances,0.0009351226999144123
503,all,0.000914050511686209
456,i,0.0009084051391929693
501,i,0.0009084051391929693
21,jerry,0.0008992803142626813
130,an,0.0008969054140639176
799,k,0.000894535404845068
630,##bie,0.0008852454907465047
