,words,attribution
181,##iro,0.05296562966658568
370,punishment,0.03104803539538328
740,##udge,0.020667226687799634
169,##ssi,0.01814138995812209
168,di,0.018048228579421805
120,.,0.017272883490610697
119,.,0.017272883490610697
573,export,0.015429009241775841
461,wing,0.0149392786752698
459,left,0.013450008164315139
937,denounced,0.01214342524971312
180,des,0.01168216386040772
251,foul,0.011203741431863727
516,slaughter,0.010038544922226597
553,terrible,0.009612419450967745
281,.,0.005663295033459301
252,for,0.004915565714046043
248,for,0.004915565714046043
842,##tors,0.004785870286080106
785,answered,0.004696830607367617
277,barton,0.004383768588974188
245,barton,0.004383768588974188
262,barton,0.004383768588974188
832,##hand,0.0043821020563450715
854,under,0.004085127488248617
261,though,0.0038826452146113015
274,digging,0.003541354891247245
250,personal,0.0034407803590879938
462,critics,0.0033950015124142624
566,of,0.003031414250216
615,canadian,0.0028517020760142568
3,playoff,0.002844387097207574
218,turned,0.0027791827829731063
904,led,0.0026917298354369513
670,arctic,0.002612283100530353
764,london,0.00243495412616098
162,established,0.0023374515671647266
6,damaged,0.0022458194149765744
533,",",0.0021812350413966558
555,",",0.0021812350413966558
167,of,0.002151011154386249
122,of,0.002151011154386249
139,of,0.002151011154386249
183,of,0.002151011154386249
569,technologies,0.002106370120469136
315,geologist,0.0020906258959335388
268,had,0.002069233790170089
578,hell,0.002057928024536265
219,on,0.0020429434438369518
853,came,0.0018580942688748727
831,pan,0.0018293575187888424
544,united,0.0018126235508628369
438,genre,0.001784227625780599
542,shoot,0.001747781516238139
336,findings,0.0017259984014720011
543,down,0.0016938586844197987
202,through,0.0016554734751233447
317,ac,0.0016442602796970737
243,them,0.001629145239904673
60,ku,0.0016165417790266802
21,ku,0.0016165417790266802
173,moderate,0.0015965690333220035
545,states,0.0015931827783173928
540,used,0.0015422768078189619
534,selling,0.0015195630986963849
377,bridge,0.001512128902108304
564,the,0.0015092825435213978
962,policies,0.001500202337420965
275,it,0.0014514238136768799
896,am,0.0014185319141163705
124,church,0.001399030472266923
136,church,0.001399030472266923
558,that,0.001396925588324888
537,that,0.001396925588324888
531,that,0.001396925588324888
561,congress,0.0013969190604171157
132,headed,0.0013791839412286813
778,kitchen,0.0013620902554015986
709,##mur,0.001317621849157523
253,a,0.0013107894113211218
249,a,0.0013107894113211218
385,teams,0.0012985311264251621
165,a,0.001298356740883702
128,a,0.001298356740883702
264,adamant,0.001284068021913784
81,##en,0.0012828608303504592
779,confidential,0.0012747845310653002
476,read,0.0012693971502436817
416,br,0.001254342428890948
452,historian,0.0012519175383007976
899,business,0.0012490302391511099
362,',0.0012434415289897139
363,',0.0012434415289897139
366,',0.0012434415289897139
367,',0.0012434415289897139
148,involving,0.0012350791290275465
554,idea,0.0012341226392240685
674,.,0.0012216885191251243
653,.,0.0012216885191251243
881,at,0.0012162598256551574
737,##icing,0.0011924613006768408
810,a,0.0011882982278195887
302,t,0.0011877975782382452
164,with,0.0011856286835018064
172,as,0.0011679330529428438
417,##ia,0.0011586625533112865
946,liberties,0.001142803551065662
214,a,0.001132698168640157
222,a,0.001132698168640157
431,match,0.0011263307857258542
260,",",0.0011193216017083766
273,",",0.0011193216017083766
114,brat,0.001113228600863578
192,county,0.0011037481386194984
133,by,0.0010694856309256331
572,arms,0.0010501079181292835
77,##b,0.0010493967620196034
58,##b,0.0010493967620196034
40,##b,0.0010493967620196034
959,to,0.001048413682813116
135,frank,0.0010455765951956609
980,life,0.0010415889198998214
26,her,0.0010393822402971896
749,pl,0.0010317189838153515
591,in,0.0010245976490318568
852,",",0.001003487186237097
846,",",0.001003487186237097
985,it,0.0009990446689198448
388,by,0.0009838942718504123
428,by,0.0009838942718504123
346,from,0.0009476477174278744
489,##nche,0.0009411529198578759
47,ca,0.0009388580735928316
66,ca,0.0009388580735928316
522,parts,0.0009119469394940757
762,paris,0.000910973046138655
919,this,0.0008968168065880148
298,you,0.0008953852632413564
857,1997,0.000891356187675404
310,said,0.0008906317171298754
966,1960,0.0008756643624094392
177,united,0.0008680321205740082
720,is,0.0008649227717022288
123,the,0.0008618349052722696
763,and,0.0008529987872231957
728,and,0.0008529987872231957
759,and,0.0008529987872231957
319,capital,0.0008525602230534571
34,l,0.0008503716879224118
51,l,0.0008503716879224118
71,l,0.0008503716879224118
949,it,0.0008470160022072416
791,prices,0.0008423468691969313
161,##land,0.000839961981485426
270,his,0.0008367876701814518
797,sold,0.0008346291444881686
401,silver,0.0008244435546747619
577,.,0.0008236207778165058
626,.,0.0008236207778165058
800,and,0.0008007912912366293
823,and,0.0008007912912366293
815,and,0.0008007912912366293
956,presidential,0.0007936398287323879
394,jesus,0.0007800081111802746
987,is,0.0007783049198523085
115,##tle,0.0007689094873968787
568,military,0.0007667946826403261
806,fell,0.0007656164359979218
332,##l,0.0007595869760849196
67,;,0.0007545449216602689
64,##on,0.0007536428340661228
923,formation,0.0007521034156632752
437,idea,0.0007479146891924926
909,a,0.0007472269725388521
859,accepting,0.0007405602242442844
916,department,0.0007388767944179501
413,ak,0.0007356273622653662
129,1975,0.0007293455076758937
494,spans,0.0007248736185136106
465,johnson,0.0007247730158679698
150,leaders,0.0007198679748139469
212,waiting,0.00071722677156719
590,set,0.0007148751841702967
146,assassination,0.000711541111119331
860,an,0.0007046016222587069
299,ca,0.0007040016237080701
586,one,0.0007033815925769879
822,coast,0.0006993353334581784
451,british,0.0006989876495437527
52,##rb,0.0006869342220524432
35,##rb,0.0006869342220524432
72,##rb,0.0006869342220524432
414,##er,0.0006824389074233339
383,##er,0.0006824389074233339
961,similar,0.0006753113601568228
