,words,attribution
88,##mmel,0.06060242130647943
87,pu,0.05705917444773643
309,law,0.056472710572897475
503,grim,0.009104916319909458
485,indifferent,0.00881609679578997
216,moved,0.008167003801034167
851,##win,0.007550631122047851
550,bypassed,0.0060570074101245494
570,##ished,0.005934547534725458
451,manhattan,0.00570032771699083
194,##a,0.005508801979163534
159,political,0.005434552348074452
162,her,0.00500778132923504
513,london,0.004987704261746936
605,such,0.004751757666396291
688,diego,0.004538803556675061
637,terrorist,0.004426188774083451
228,",",0.004081774868588946
226,",",0.004081774868588946
230,",",0.004081774868588946
213,",",0.004081774868588946
282,minister,0.0037494161391394627
782,-,0.0034461593426951377
813,sullivan,0.0032490617238049705
403,end,0.0032451777938901616
874,1968,0.003197721557387771
50,desert,0.0030826689377918826
92,diamond,0.0030370881747050376
771,bedford,0.0030236214785293
217,to,0.0030202625504117866
219,to,0.0030202625504117866
677,compton,0.002881801620359573
879,vietnam,0.0028322598472389385
730,clinton,0.002805019765047405
346,former,0.00274345062389146
287,amazon,0.002583001974441617
566,was,0.0025679758957696925
271,vote,0.0025616620288771335
567,forgotten,0.0024833378162247054
291,herself,0.002366181019052802
561,century,0.0023464419398182106
569,cher,0.0022801341144195035
615,sides,0.002252683439815413
299,authority,0.0022365740772951302
277,marina,0.0022115176389657376
657,palestinians,0.0021606759800156528
356,adrian,0.002014424474951465
881,not,0.0019892720061360373
280,the,0.00195329951122287
303,the,0.00195329951122287
768,foul,0.0018848453918244067
757,foul,0.0018848453918244067
286,poor,0.0018600827745319797
156,more,0.0018091799052950134
818,contracts,0.0018025063941924737
482,intensely,0.001793291207746862
59,batting,0.001770892255222707
232,##field,0.0017577355146178978
564,##cos,0.0016864528767803087
285,a,0.0016800716892431797
237,he,0.001662804354816633
504,family,0.0016403736079184626
193,rain,0.001634509387047052
558,by,0.0016167019648244793
405,##rino,0.0016054045036908377
76,scored,0.0016025077480869233
508,was,0.0015978247870170402
626,classified,0.0015858976920440472
603,concerns,0.0015821241456295547
532,##rdan,0.0015811199756101265
283,and,0.0015780132854569323
676,in,0.0015578872971498796
160,alliance,0.0015317250142304
236,now,0.0015154403434314255
656,poor,0.001503430653000389
665,drifted,0.0014985795068707414
646,subsidies,0.001484801094832323
650,utilities,0.0014606541413983922
713,work,0.0014470097395637845
95,18,0.0014459081131957784
404,##oc,0.0014356840035017737
439,factory,0.001434591418199739
563,tran,0.0014095827506138423
555,bahia,0.0013913320549913176
452,taken,0.001336976357679198
863,realization,0.0012682199891783472
695,democrat,0.001254601741513383
638,organization,0.0012225144316712496
229,shelton,0.0011968896564111685
132,problems,0.0011931342708243434
248,works,0.0011930504755159885
644,million,0.0011549150906152831
456,year,0.001141997007907034
80,knocked,0.0011413358390446615
16,##b,0.001128210083365801
290,##per,0.0011198614483555252
806,matt,0.001115319869122143
171,se,0.0011097781001443072
20,buick,0.0010866485642112337
707,1995,0.0010800980052135638
726,diplomacy,0.0010800180593214994
685,finally,0.0010778090019656808
93,##backs,0.001062369491411084
546,slave,0.001052701248317185
720,ireland,0.0010174524701459734
777,eight,0.0010099116628880262
57,event,0.0009943977581961631
5,event,0.0009943977581961631
328,renowned,0.0009820873093965353
78,runs,0.0009550263063714295
370,testosterone,0.0009545212175403982
474,rr,0.0009491319921562688
620,government,0.0009198710590563482
548,pretty,0.0009160883893837131
222,in,0.0009153900817225777
211,in,0.0009153900817225777
62,seventh,0.000903208389109851
602,their,0.0008977151569071583
802,rodrigo,0.000894129577838601
394,##in,0.000892332656686423
81,in,0.0008921757945357202
270,catholic,0.0008858724121242626
223,places,0.0008844723850153583
825,harbor,0.0008782142068030427
7,l,0.0008775126381225708
611,the,0.0008753289996751369
632,the,0.0008753289996751369
618,the,0.0008753289996751369
628,the,0.0008753289996751369
348,chris,0.0008688076300511662
124,sports,0.0008430854893622791
694,a,0.0008418918064795639
716,a,0.0008418918064795639
304,forest,0.0008303976577788664
498,1998,0.0008298140083953707
191,joshua,0.0008073713951678309
411,at,0.0008055894166454335
298,its,0.0008010064397848283
120,##land,0.0007978952620283426
212,april,0.0007895105010456346
706,in,0.0007879080352333933
718,in,0.0007879080352333933
714,in,0.0007879080352333933
416,it,0.0007847688083583991
53,another,0.0007829738464999286
257,written,0.0007618224808825048
700,investigations,0.0007544344607512518
198,eden,0.0007503755782606062
127,youths,0.0007445849654065923
691,.,0.0007412735679567336
731,.,0.0007412735679567336
552,southernmost,0.0007307902929882551
538,##gur,0.000722577683462729
73,10,0.0007125079089352155
77,10,0.0007125079089352155
612,plan,0.0007050620606612128
797,##feld,0.0006994749840450312
99,at,0.0006990745842660643
725,east,0.0006988262886569894
35,##las,0.0006850986986183044
154,he,0.0006831085665587405
296,to,0.0006564988082520808
719,northern,0.0006269571260372053
784,.,0.0006220743076410271
752,.,0.0006220743076410271
750,.,0.0006220743076410271
48,recent,0.0006166460419545847
479,##en,0.000614715100329023
643,125,0.0006008711469315425
526,landed,0.000585905412159093
251,.,0.0005794253142135162
253,.,0.0005794253142135162
274,.,0.0005794253142135162
387,said,0.000577853593953269
179,alan,0.0005617309542632732
717,settlement,0.0005574609313855403
814,on,0.0005492025246337023
512,in,0.0005400092992283861
460,by,0.0005342220271853789
320,hall,0.0005297178323525293
667,years,0.000529458214444653
119,rock,0.0005214961494302488
60,sixth,0.0004998824006540633
786,rockies,0.0004977018772956357
876,the,0.0004970395060738069
849,the,0.0004970395060738069
862,the,0.0004970395060738069
838,the,0.0004970395060738069
865,the,0.0004970395060738069
855,the,0.0004970395060738069
1,won,0.0004951807851586328
780,nine,0.0004950824380750264
210,but,0.0004939223127202171
848,of,0.000489915007801254
854,of,0.000489915007801254
861,of,0.000489915007801254
423,russia,0.0004878736107733695
364,establishment,0.00048434743985721856
426,soviet,0.00048010598889964423
536,porto,0.00047062393913663037
116,kids,0.00045745163544793477
715,seeking,0.00045239085760554094
468,l,0.00044304244256531793
101,one,0.0004349489977228584
672,shelters,0.00043243231117734725
29,finished,0.0004272719120393572
146,##stown,0.00042715557009334387
447,every,0.00041388131655876217
172,##li,0.00041298582791880983
315,this,0.0004063678508491869
427,union,0.00040290627029543227
66,diaz,0.00040189477984353905
756,wendy,0.00039968643762497137
767,wendy,0.00039968643762497137
824,##g,0.00039511074530589236
97,4,0.00038142327836713445
374,growth,0.00038100449892391477
793,l,0.0003808291445204134
711,for,0.0003793056824479992
722,for,0.0003793056824479992
130,and,0.0003672680713879458
