,words,attribution
243,ins,0.055772794192031946
49,attacked,0.053120458686907825
554,sulfur,0.03511804369633466
244,##om,0.019322882407234343
536,mis,0.01848904887974898
561,##thus,0.014787921188281872
881,impression,0.014038930103037063
380,lauren,0.01318820924586164
533,frustrated,0.011296908125019512
618,washington,0.011016032451636843
610,scandals,0.010641085326349718
703,##rti,0.010391289718121772
478,normal,0.009683066829637736
359,##eve,0.009632016957971393
537,##be,0.009438517828512398
460,bench,0.007355766943932512
512,id,0.007227567221101941
96,bulgaria,0.006975777527171297
813,.,0.00615443347236814
824,.,0.00615443347236814
524,programs,0.006094318691490441
702,ce,0.005515541358412235
583,.,0.005420099232537224
874,##tiv,0.005417601415732101
150,conflict,0.004815523398585406
769,black,0.00477417513495491
913,hold,0.004700399518867034
474,lineup,0.004453374894860884
806,.,0.004314728785120998
445,##b,0.0041167197980652
419,##b,0.0041167197980652
879,post,0.003999665448542817
373,##d,0.0039899331623624796
572,lebanon,0.0037371795216292404
19,st,0.0037170099548014075
28,scene,0.0034398221239446518
91,.,0.003137227086150012
93,.,0.003137227086150012
106,.,0.003137227086150012
108,.,0.003137227086150012
931,##er,0.0030720445516340864
620,linebacker,0.0030405935742449245
358,red,0.0029855281117400247
321,eastern,0.002949687093752502
740,over,0.0029401343431618835
227,combat,0.0029232460012167056
926,worked,0.0029028974534302636
565,need,0.002898800828027232
872,red,0.0027799555570777496
882,##ist,0.0027289152399145645
465,three,0.0027093232527350243
650,it,0.002703002966362973
803,exclusive,0.0026733598222282925
527,a,0.002671875441376332
573,a,0.002671875441376332
450,lake,0.0025666136035150974
716,states,0.002543082386255789
654,.,0.0024511088402466926
372,treasure,0.0024469493653140563
649,waving,0.002366974812672692
581,middle,0.0022885379942293098
849,;,0.0022599494802028213
21,##wart,0.00225526297424434
707,rr,0.0022283750241986317
645,ravens,0.0022244818223344886
758,democrat,0.002220629972172142
196,end,0.002176163975431645
369,trade,0.002158400072712994
875,##ism,0.0021529977452623785
192,urge,0.0020848355783107684
842,magnificent,0.002049534466924253
186,korea,0.0020387273034165035
570,democracy,0.002015540033574443
461,##ed,0.001990876133158637
517,there,0.0019368401229635998
34,florida,0.0019076605029628311
267,-,0.0019046742758178294
255,-,0.0019046742758178294
266,-,0.0019046742758178294
256,-,0.0019046742758178294
234,##me,0.0018959920316418911
796,draining,0.0018073235352195115
809,in,0.0017872392201755177
936,owned,0.0017854619869968954
428,##wr,0.0017038505358329197
715,united,0.0016269559161021718
309,britain,0.0016062208378409997
795,potentially,0.0016027644506268826
228,jet,0.001600390427976912
311,russia,0.0015916713558740759
864,mountains,0.0015592217282741152
32,moving,0.001547544444327569
615,coming,0.0015350122586567073
138,winter,0.0015327020964434614
919,ms,0.0015107702796558155
612,cover,0.0014845069721756774
799,what,0.001478013295420183
479,amount,0.0014485829083181324
557,of,0.001445134533525679
576,of,0.001445134533525679
230,##g,0.0014398043519173085
532,so,0.001439787609118354
567,make,0.0014109974526943427
566,to,0.0013958176852280782
779,fact,0.0013938629050066083
832,here,0.0013889931668713586
213,a,0.0013765391883076993
223,a,0.0013765391883076993
247,a,0.0013765391883076993
1,declare,0.001368199064501592
605,responding,0.0013507666657542623
623,had,0.0013473427402202155
711,testing,0.001325689257776736
210,has,0.0013227248197079967
269,i,0.0012942004701039214
362,ground,0.0012748699843203172
5,torn,0.0012726024830759055
229,la,0.0012638348752943658
172,##li,0.0012630437841992276
111,administration,0.0012605701305744316
907,korea,0.0012458207462536077
224,smooth,0.0012344121173358629
642,##liest,0.0012281067846096007
624,just,0.0012254218157117197
515,early,0.0012156820629878283
804,economic,0.0012079673334290885
252,plate,0.0012060190324015571
877,her,0.0012007227128788146
543,turns,0.0011925026285781815
87,cooperation,0.0011709264477613808
164,years,0.0011672409740199675
286,regional,0.0011572580018772434
782,now,0.0011454773981224747
659,include,0.0011257214696774203
46,board,0.0011054226037627425
484,tam,0.0010887441673592298
246,and,0.0010854823172015311
237,and,0.0010854823172015311
264,and,0.0010854823172015311
208,and,0.0010854823172015311
638,the,0.0010788398948891882
644,the,0.0010788398948891882
652,the,0.0010788398948891882
235,##al,0.0010607276794485226
326,featured,0.0010420414372511477
57,the,0.001041229093971778
102,the,0.001041229093971778
53,the,0.001041229093971778
77,the,0.001041229093971778
89,the,0.001041229093971778
4,claire,0.0010300163519266783
531,grown,0.0010254774592435975
914,##over,0.001024819075453199
762,and,0.0010236738246351856
730,and,0.0010236738246351856
736,and,0.0010236738246351856
207,hotels,0.0010184734702338811
427,tha,0.0010152707272892332
750,said,0.0010050355308182934
734,get,0.0009823838943046296
846,space,0.0009759436502849563
385,and,0.0009728010668909589
639,media,0.000970858582023233
641,friend,0.0009671074256127422
597,it,0.0009654794093210891
211,been,0.0009590611982908711
412,l,0.0009571371451551979
431,l,0.0009571371451551979
454,francis,0.0009519560278015026
382,robyn,0.0009486980617358278
344,has,0.0009469707384947087
336,has,0.0009469707384947087
