,words,attribution
332,burns,0.07389673507818602
276,rude,0.07100192510314395
18,feud,0.03417436218503199
328,devoted,0.027668691231702066
693,bypass,0.026887141347966503
277,security,0.02603837462552664
329,brother,0.02236110893267064
334,nottingham,0.02161575938798609
819,fernandez,0.013650732294465891
54,sl,0.012037181064548892
28,organization,0.010460983973155561
731,what,0.009496995863990675
278,officer,0.008592701232444397
694,##ing,0.007471903621545942
335,",",0.006500582004838642
55,##avi,0.005819950847956902
663,sq,0.005645905974081528
292,confiscated,0.005475501447959614
24,##r,0.005373083274006596
590,residential,0.005130368422259731
23,##nne,0.004793453524920841
325,.,0.0044816296841722085
737,.,0.00417292697794144
809,##work,0.004105178369190071
336,england,0.004000639454485301
63,administration,0.003968212820628467
283,free,0.0036264000697785433
281,duty,0.0034694149406777285
716,us,0.0034638763237733587
389,33,0.0034601414762271193
86,##urne,0.003337960546164886
56,##sh,0.0032028410693690523
85,mo,0.0031132174398628837
650,casinos,0.0029745910168566337
395,midfield,0.002949204641294996
814,educator,0.002693050322417486
445,.,0.002685220419903573
676,not,0.0025404269973101
273,told,0.002471297167897839
397,giants,0.0023909789010669157
520,is,0.002368004421858517
324,border,0.0023648221372198105
751,##el,0.002190504114527748
444,failed,0.00218405285916058
736,america,0.0021816134495485804
727,##te,0.002168105150795716
477,office,0.002145346975078365
261,at,0.0021167283727540043
291,be,0.0019243558732884292
200,barbed,0.0018927223377672429
808,d,0.0018502887293581538
67,five,0.0018412411930269711
684,and,0.001808443888884018
660,and,0.001808443888884018
488,alabama,0.0017981347994651914
64,.,0.00178468016462004
40,.,0.00178468016462004
280,the,0.0016353577658002746
734,on,0.0015812966185266395
472,area,0.0014962958093569006
257,his,0.0014763418832962202
339,2003,0.0014514657821088747
794,##arm,0.001447398551608267
688,under,0.0014390024896657474
433,dismissed,0.0014225749203656045
213,400,0.0013951371353110144
786,##ient,0.0013821858278597573
795,##ac,0.0013758061316334759
205,use,0.0013709040038468938
221,use,0.0013709040038468938
665,##bbled,0.001354778042717807
730,of,0.0013340740241427253
685,russia,0.0013257186319941647
51,a,0.0012745907035851011
36,a,0.0012745907035851011
699,saw,0.0012706459029805405
624,all,0.0012700252262428928
60,with,0.0012336930865104571
32,demands,0.0012328293506782182
216,taken,0.0012084615468823607
272,were,0.0011905529197755243
172,2000,0.0011888258704311437
687,building,0.001173357974392112
289,there,0.0011255543757494172
667,a,0.0011199331458748322
678,a,0.0011199331458748322
783,ne,0.0011186677161007866
438,strategy,0.0011017334092332286
192,##tour,0.0010826916194567584
559,philadelphia,0.0010816821202616579
267,##rou,0.0010734001336754361
37,speech,0.0010697894053689717
59,alliance,0.0010660836429450267
92,brothers,0.0010658760069128276
813,music,0.0010622379301218213
343,changed,0.0010164839690113983
482,state,0.0010158986799241637
58,',0.0010152078622640208
52,',0.0010152078622640208
57,',0.0010152078622640208
65,',0.0010152078622640208
66,',0.0010152078622640208
53,',0.0010152078622640208
551,spots,0.0010139329007826056
35,in,0.0009869345250018535
735,in,0.000984267516379353
655,five,0.000984231317943285
595,but,0.0009831254638227305
264,gaulle,0.0009674886746825856
269,from,0.0009655662370636356
248,from,0.0009655662370636356
225,to,0.0009588361240019305
220,to,0.0009588361240019305
563,chicago,0.0009499923148317699
625,in,0.0009498754405293231
171,since,0.0009447467985214119
104,##tal,0.0009398556891957361
139,##nington,0.0009356763420593038
733,going,0.0009244648464634979
670,things,0.0009171067747604425
784,##uro,0.0009104980909429607
698,he,0.000900871024534857
39,sept,0.0008987943820900835
47,to,0.0008877446332560064
701,polls,0.0008828451071527198
38,on,0.0008819516691986585
263,de,0.0008737415094987922
34,made,0.0008563887392416985
42,",",0.0008424627745507655
668,lot,0.0008366351151119032
176,nielsen,0.0008232235235239522
555,several,0.0008050116970345195
424,harry,0.0007998794987692573
364,##sburg,0.0007993383287325564
418,speaker,0.0007963179552907337
632,piece,0.0007947864203850726
547,cities,0.0007894185444908813
320,catalonia,0.0007881453030751048
33,he,0.0007845499736369469
44,he,0.0007845499736369469
30,he,0.0007845499736369469
169,in,0.0007746850308377084
222,them,0.0007543244743683488
182,2004,0.0007458349323115708
311,",",0.0007435537123074306
300,",",0.0007435537123074306
686,are,0.0007420327568144197
249,aberdeen,0.0007213247159941132
793,ph,0.0007018926319788928
12,torre,0.0006963707337915793
728,the,0.0006928036942510317
700,the,0.0006928036942510317
787,##ist,0.0006851170220810543
769,##ist,0.0006851170220810543
796,##ist,0.0006851170220810543
561,houston,0.000675595567463114
713,has,0.000665895366832067
48,distance,0.0006613233560494766
134,park,0.0006611104181912773
