,words,attribution
114,gloom,0.09283486388870406
806,fed,0.04053491348715444
200,abuse,0.0290727219388921
760,abu,0.02792555534561718
425,##mer,0.02363368786833483
511,in,0.018470169363429857
303,offenders,0.01631426185438464
747,communist,0.016205206565090564
206,votes,0.011887178993371088
364,##cco,0.01120219939068871
512,##field,0.009783387922210554
285,cutting,0.00926221519665303
815,them,0.008884388603740374
755,##flow,0.008798340833049848
810,officials,0.00867365652708055
416,mad,0.007867598856581594
559,marseille,0.007646698210132879
302,sex,0.007008131342052307
605,van,0.0070001161851194794
573,van,0.0070001161851194794
607,##ism,0.006649068318404778
577,slash,0.006464242406809659
197,accusations,0.006408078637716604
473,##ule,0.00609288050084605
794,virginia,0.005962838624571383
472,##ho,0.005198239858752047
474,##r,0.005111311247382933
604,widespread,0.005080271928954168
346,pressure,0.004873924981357832
199,widespread,0.00483703946946269
705,linger,0.004704241852793984
375,and,0.004677090869499386
370,and,0.004677090869499386
564,bought,0.00466234190061573
60,became,0.004448120608404461
357,##ira,0.004432794929978946
759,crowds,0.004288032673163477
345,mounting,0.004260224727450548
76,embarrassed,0.004025476601330758
332,5,0.004017413942566359
115,##y,0.0039181907549613836
8,supplies,0.0038477003675409837
385,showed,0.0036516854279287046
812,especially,0.003592100157014369
336,conflict,0.0034948258275296035
609,graffiti,0.0034367720015937107
611,occurred,0.003352991055704123
565,by,0.0032317069698531253
600,men,0.0030156933745123784
446,said,0.0030140805831750973
105,event,0.0029336213671764823
299,increase,0.002833730589718326
62,muslim,0.0028326601335728623
368,of,0.0027228412013563285
273,w,0.0026902189424085985
770,asian,0.0026796711400745485
542,.,0.00261705095874544
5,##off,0.0025330775335680933
620,##is,0.0025003188641162
431,.,0.002463607262752411
175,republican,0.002435776216313097
369,blood,0.0023739058327293568
386,up,0.002349095215013137
356,##sp,0.002348437003945847
596,the,0.0023411960963851766
754,over,0.0023376891559013157
109,sunlight,0.002277609730209091
778,com,0.0022579936285691644
7,affected,0.0022378785710536653
424,sub,0.0021717124513267708
427,himself,0.0021096930908918025
541,boyer,0.002086162725018685
614,year,0.0020860787403410345
42,center,0.0020668651155452103
642,##mb,0.0020553344007564396
204,thousands,0.0019307300238869682
781,was,0.0019256554620569503
349,diplomats,0.0018775653356146156
673,he,0.0018546303266851042
772,listening,0.0018311729602970273
71,it,0.0018122966375125114
627,then,0.0017598026195545027
616,then,0.0017598026195545027
20,republic,0.0017101109457952316
659,rwanda,0.0016890649940730464
592,queens,0.0016837459555022233
454,d,0.0016783883483667036
371,paul,0.0016709627564727922
331,may,0.001659681594920846
552,clubs,0.0016512516624969666
54,left,0.0016502898374590865
283,department,0.0016171657240003163
322,a,0.001614690330323881
780,it,0.0015780845486554275
575,who,0.0015573305227037596
745,ding,0.0015376023247151804
421,heat,0.0015369689816797738
377,col,0.0015075967311914706
130,",",0.0014930039874084663
121,",",0.0014930039874084663
142,",",0.0014930039874084663
153,",",0.0014930039874084663
355,con,0.001490785678859905
700,women,0.0014836722521859437
195,",",0.0014477261935734189
191,",",0.0014477261935734189
188,",",0.0014477261935734189
201,",",0.0014477261935734189
174,",",0.0014477261935734189
185,",",0.0014477261935734189
580,on,0.0014346262857063564
601,on,0.0014346262857063564
813,one,0.0014065737476651882
78,the,0.0013928514557339595
99,the,0.0013928514557339595
95,the,0.0013928514557339595
84,the,0.0013928514557339595
66,the,0.0013928514557339595
88,the,0.0013928514557339595
582,cars,0.0013916864760963193
69,never,0.0013814114389158819
774,sports,0.0013730196819130333
321,signed,0.0013615264606932245
40,a,0.0013251442803054216
578,##ing,0.0013124809267689172
649,##ka,0.001293647447265146
72,has,0.0012705840429802623
91,has,0.0012705840429802623
643,##ura,0.0012647058693003635
203,involving,0.0012645327811353583
769,arrived,0.001262657894579869
739,skyscraper,0.0012622991608077496
296,similar,0.0012604823756947442
587,house,0.001258713454765239
724,-,0.0012585051895373834
748,-,0.0012585051895373834
70,admit,0.0012446975686339385
12,germany,0.0012381566271000481
181,a,0.0012368078682423397
172,a,0.0012368078682423397
148,baylor,0.0012238843671311555
581,police,0.0012109731786728846
343,face,0.0012043140888144941
27,populated,0.0011984747523618752
692,the,0.0011871745182203454
667,the,0.0011871745182203454
675,the,0.0011871745182203454
702,the,0.0011871745182203454
730,city,0.0011834295652392774
339,##fur,0.0011826224665885817
570,tip,0.0011582060671672806
460,was,0.0011396410918420737
338,dar,0.0011325755657465798
527,bray,0.0011282019541990814
583,parked,0.0011050862981969178
657,##i,0.0010913655220796017
265,europe,0.001065882547905673
669,hand,0.001061110258390997
277,paris,0.0010584555466482848
688,a,0.001057806431339214
101,issue,0.0010374336828686491
133,built,0.0010330804154537671
100,rules,0.0010236336239560957
0,the,0.0009986987616401343
18,the,0.0009986987616401343
25,city,0.0009943484096791818
656,##gal,0.0009928171223357533
81,",",0.000992515081563556
713,member,0.000983833803105321
694,breakfast,0.000982647245793085
414,hockey,0.0009665873180193472
79,lower,0.00095976885525984
245,wednesday,0.000955189726510114
612,throughout,0.000947120744771951
360,vikings,0.0009369377579980899
229,.,0.0009349405617995708
220,.,0.0009349405617995708
246,.,0.0009349405617995708
397,the,0.0009169855097415445
400,the,0.0009169855097415445
110,in,0.0009121402630748477
255,group,0.0009083402514384418
545,only,0.0009032680192064781
418,of,0.0008973775880702819
420,",",0.0008908086519274815
412,",",0.0008908086519274815
448,ga,0.0008808375841839607
676,times,0.0008726671780188739
622,##ba,0.000860226909572215
173,pattern,0.0008541163022631785
756,##ing,0.0008366095670116183
782,clear,0.0008326269250904126
650,##vu,0.0008187602634697249
784,by,0.0008180563741367463
799,19,0.0008139514418285659
419,canada,0.0007963493634856893
215,army,0.0007866423824640477
742,up,0.0007864328126310005
193,and,0.0007791692164745122
177,and,0.0007791692164745122
452,the,0.0007697204312010292
467,the,0.0007697204312010292
773,on,0.0007518169091483117
238,to,0.0007487665184083857
308,the,0.0007287123620632239
305,the,0.0007287123620632239
342,the,0.0007287123620632239
335,the,0.0007287123620632239
630,##sum,0.0007238062848037855
623,and,0.0007156361284899956
661,and,0.0007156361284899956
284,for,0.0007121131528681606
252,for,0.0007121131528681606
257,for,0.0007121131528681606
777,.,0.0007075607567834377
816,.,0.0007075607567834377
86,two,0.0007060938524011222
576,was,0.0006938192718958362
468,pro,0.0006870030323633175
